,0
beta0,1.4161379954357924
gamma,0.4221956271627827
alpha,2.0
rho_obs,1.0
delta,0.01335974167681627
k,8.0
log_theta,1.9467629439627352
I0,59.38901932201229
C0,65.66295034878657
P0,0.2697421826742122
F0,0.43825267998020817
R0,24.207967136489923
a1,0.06459129185270605
b1,0.10424990224438609
a2,-0.06539057754513632
b2,0.012176676518645829
delay_mean,3.860549477037248
