param,grid,negloglik
k,0.5,1046.8129633110605
k,0.9791666666666667,1037.8890866639285
k,1.4583333333333335,1028.868052199463
k,1.9375,1021.3563758042438
k,2.416666666666667,1020.3041668379553
k,2.8958333333333335,1020.0552494258116
k,3.375,1019.9243932016178
k,3.854166666666667,1063.772199538543
k,4.333333333333334,1019.4024157847246
k,4.8125,1019.2887196616099
k,5.291666666666667,1063.5856153994287
k,5.770833333333334,1033.110438699955
k,6.25,1018.5296910353871
k,6.729166666666667,1018.3107230892033
k,7.208333333333334,1069.0423179242382
k,7.6875,1017.8740341961241
k,8.166666666666668,1023.7979588669243
k,8.645833333333334,1068.637880999447
k,9.125,1017.2263155527181
k,9.604166666666668,1016.9555001204884
k,10.083333333333334,1016.7932410400434
k,10.5625,1028.6296454992412
k,11.041666666666668,1016.387409193887
k,11.520833333333334,1016.1574377685812
k,12.0,1015.9613429703068
