,0
beta0,1.0916033491914954
gamma,0.37911900747537525
alpha,4.999995
rho_obs,0.6828861358571063
delta,0.9094641779182894
k,4.299556906734023
log_theta,-0.6154099446774557
I0,1999.998001
C0,1999.998001
P0,0.29024252628032016
F0,0.32488433432491926
R0,2000.0
a1,-0.18495404949363156
b1,0.3220585248104546
a2,0.43944456544297594
b2,0.28704070491661887
delay_mean,4.999997
