param,grid,negloglik
k,0.5,31184802801623.375
k,0.9791666666666667,31184802801746.29
k,1.4583333333333335,31184802802161.105
k,1.9375,31184802802921.707
k,2.416666666666667,31184802802934.227
k,2.8958333333333335,31184802805925.12
k,3.375,31184802802117.21
k,3.854166666666667,31184802803128.734
k,4.333333333333334,31184802803548.902
k,4.8125,31184802802895.32
k,5.291666666666667,31184802801885.72
k,5.770833333333334,31184802803078.668
k,6.25,31184802804599.92
k,6.729166666666667,31184802802952.074
k,7.208333333333334,31184802802548.375
k,7.6875,31184802804125.316
k,8.166666666666668,31184802804012.49
k,8.645833333333334,31184802804358.36
k,9.125,31184802802428.598
k,9.604166666666668,31184802802431.74
k,10.083333333333334,31184802804045.254
k,10.5625,31184802803992.527
k,11.041666666666668,31184802803601.133
k,11.520833333333334,31184802803279.246
k,12.0,31184802802426.543
