f,Pxx
0.0,2481.0079799703926
0.00390625,9453.87801252887
0.0078125,796.8089836551126
0.01171875,2397.328393853129
0.015625,4647.550771399242
0.01953125,2222.902393568102
0.0234375,412.4825862761513
0.02734375,70.25428156743595
0.03125,10.641330573522646
0.03515625,2.2314629048261327
0.0390625,2.033643601917086
0.04296875,1.1352857969117667
0.046875,0.35632994678287505
0.05078125,0.07746755221534013
0.0546875,0.049564710301784456
0.05859375,0.05266632871393789
0.0625,0.039767708487535434
0.06640625,0.025407093994833017
0.0703125,0.017186244162169954
0.07421875,0.013049791581810024
0.078125,0.010297539153213166
0.08203125,0.008115487498086703
0.0859375,0.006449960390521321
0.08984375,0.005223769421026613
0.09375,0.004306086602600451
0.09765625,0.003586472448584608
0.1015625,0.0030098667506018636
0.10546875,0.002547274152151205
0.109375,0.002171237155982015
0.11328125,0.0018659653776515117
0.1171875,0.0016152478649791135
0.12109375,0.0014094220123527885
0.125,0.0012378196474258471
0.12890625,0.0010949981212712632
0.1328125,0.0009746537017968809
0.13671875,0.000871393952295568
0.140625,0.0007821212797218821
0.14453125,0.0007029043431580429
0.1484375,0.0006319775317643358
0.15234375,0.0005676332754999558
0.15625,0.0005089906295424319
0.16015625,0.0004547374710033001
0.1640625,0.00040487630117504874
0.16796875,0.0003593342196080249
0.171875,0.0003179577074924258
0.17578125,0.00028099954802084245
0.1796875,0.00024819339650368206
0.18359375,0.00021953894398522316
0.1875,0.0001949432183897601
0.19140625,0.00017415660458241852
0.1953125,0.00015677781241687453
0.19921875,0.00014222125887369396
0.203125,0.00013016054267905112
0.20703125,0.00011996177070081512
0.2109375,0.00011121964711125367
0.21484375,0.00010343452207523566
0.21875,9.618021239437692e-05
0.22265625,8.925684196546893e-05
0.2265625,8.246350232511468e-05
0.23046875,7.572307387688823e-05
0.234375,6.89988286095591e-05
0.23828125,6.23739582575444e-05
0.2421875,5.595135067897749e-05
0.24609375,4.990569414546768e-05
0.25,4.432685906948807e-05
0.25390625,3.933966084386578e-05
0.2578125,3.5015485633368937e-05
0.26171875,3.140311107321661e-05
0.265625,2.8491421737171782e-05
0.26953125,2.6211774742966202e-05
0.2734375,2.4474125207929992e-05
0.27734375,2.3146283208196645e-05
0.28125,2.211929218706192e-05
0.28515625,2.124577892849897e-05
0.2890625,2.0406147451872717e-05
0.29296875,1.951283342672829e-05
0.296875,1.8495987889673346e-05
0.30078125,1.733186485274472e-05
0.3046875,1.6021818272423433e-05
0.30859375,1.4593176999077315e-05
0.3125,1.3099957867320908e-05
0.31640625,1.1609983291969625e-05
0.3203125,1.0193194790930238e-05
0.32421875,8.905017380363852e-06
0.328125,7.80120001460013e-06
0.33203125,6.909109390128903e-06
0.3359375,6.242692696876736e-06
0.33984375,5.788076328566381e-06
0.34375,5.516474235155151e-06
0.34765625,5.381017111979247e-06
0.3515625,5.332786326520876e-06
0.35546875,5.318385619544346e-06
0.359375,5.2848277275946435e-06
0.36328125,5.194032345486489e-06
0.3671875,5.017629811007912e-06
0.37109375,4.745517722865444e-06
0.375,4.3822426570926326e-06
0.37890625,3.94437897815838e-06
0.3828125,3.4595644253592084e-06
0.38671875,2.9612634022373716e-06
0.390625,2.4858664159182824e-06
0.39453125,2.0643011281782637e-06
0.3984375,1.7210307309771148e-06
0.40234375,1.470893978578642e-06
0.40625,1.3173915309940466e-06
0.41015625,1.2536681895214389e-06
0.4140625,1.2625991901713755e-06
0.41796875,1.3204222221247396e-06
0.421875,1.4001440384168088e-06
0.42578125,1.4751126149717544e-06
0.4296875,1.5218947143920882e-06
0.43359375,1.5231944700282008e-06
0.4375,1.469885756274035e-06
0.44140625,1.3619156790155673e-06
0.4453125,1.2075689607855336e-06
0.44921875,1.0213984022870027e-06
0.453125,8.22621179008165e-07
0.45703125,6.317416219193192e-07
0.4609375,4.683064837548807e-07
0.46484375,3.4763258593940893e-07
0.46875,2.7899602111349957e-07
0.47265625,2.645742185608662e-07
0.4765625,2.995049601492953e-07
0.48046875,3.72592191012517e-07
0.484375,4.6802304148776466e-07
0.48828125,5.677726240336907e-07
0.4921875,6.54212468550807e-07
0.49609375,7.126298939624825e-07
0.5,3.6662423872991815e-07
