mu,inc,y
1636.6473439527158,0.0,3009.0
1247.2140583746968,2036.8384015206248,2392.0
968.0592841646304,1842.0080324821174,2292.0
781.5967692273633,1681.2798387929797,3439.0
655.9970189544819,1544.4240090530366,3770.0
568.3277899138949,1425.4314687717706,3566.0
504.16716186336436,1321.1529599037021,3599.0
454.8873580942503,1229.7011579517275,2977.0
415.43298209671144,1149.705859158188,2622.0
382.8490622250638,1080.0210772901773,2463.0
355.3812202366094,1019.622022677213,2930.0
331.9498307593918,967.5745135098696,3578.0
311.8522641889987,923.0287096835673,3469.0
294.5983963892249,885.2186627388,2946.0
279.82150502516515,853.4613397344947,2341.0
267.43327889045713,827.1535827573389,1809.0
256.8055117227671,805.767177298665,1632.0
247.90816575520057,788.8426463138312,2099.0
240.57073209657216,775.9820162784308,2788.0
234.6445239581194,766.8423638697714,2959.0
230.00012619878854,761.1284649670124,2416.0
226.52517429936077,758.5862293820828,2133.0
224.1223370474543,758.9964978825301,1431.0
222.7074183689229,762.1693827975541,1457.0
222.2075697485474,767.9392833560705,1986.0
222.55958074050815,776.1589455977082,1962.0
223.70826618503693,786.6959163751453,1812.0
225.60497842034107,799.4278876725584,1770.0
228.20621525541685,814.2388325724751,1444.0
231.47231068601087,831.0149368233979,1046.0
235.36620518548807,849.6413215845823,921.0
239.8522964176244,869.9985646475106,1552.0
244.89535928633995,891.9596257768571,1596.0
250.45953653488235,915.3869988527149,1305.0
256.5073968726585,940.1300079766661,1251.0
262.99907449481174,966.0228840876371,1050.0
269.89150778834636,992.8830174729228,736.0
277.13778695997865,1020.5098420754075,721.0
284.6866328634624,1048.6844364367425,967.0
292.4820361935865,1077.169981945306,1123.0
300.4630864760124,1105.7130823154002,941.0
308.5640193122888,1134.046122558415,858.0
316.7145058536308,1161.890550263226,782.0
324.8402046400453,1188.9612962771207,605.0
332.86358952985177,1214.9720910526812,539.0
340.7050539143267,1239.6416661441326,738.0
348.2842592505171,1262.699996041134,710.0
355.5217223882977,1283.8963579423726,643.0
362.34058153316835,1303.0053810998797,558.0
368.6684472147905,1319.834101419896,530.0
374.4392826042405,1334.2278117183596,392.0
379.5952125915483,1346.0747283659875,406.0
384.088149913873,1355.3089265935123,576.0
387.88115283211016,1361.912211375311,682.0
390.9494450262739,1365.9138701166958,698.0
393.2810237885323,1367.3886006269604,590.0
394.8768576703385,1366.4541890025139,534.0
395.7505779042286,1363.2635677941144,434.0
