f,Pxx
0.0,1460812.464372918
0.0055248618784530384,3660642.4931013724
0.011049723756906077,3174700.6146095907
0.016574585635359115,1034915.7803259477
0.022099447513812154,146751.0037141944
0.027624309392265192,16026.581407628899
0.03314917127071823,1764.4779648733625
0.03867403314917127,392.09703412123196
0.04419889502762431,49.50792542170473
0.049723756906077346,0.14778924106083818
0.055248618784530384,2.240536082015377
0.06077348066298342,1.4674051220430608
0.06629834254143646,0.5691027962579714
0.0718232044198895,0.35082401556446596
0.07734806629834254,0.24448387913441794
0.08287292817679558,0.16255931881694177
0.08839779005524862,0.1123550363389909
0.09392265193370165,0.0811076823707463
0.09944751381215469,0.05991802151817113
0.10497237569060773,0.04516916434764783
0.11049723756906077,0.03463939989576586
0.11602209944751381,0.026964917084715094
0.12154696132596685,0.021229222090961886
0.1270718232044199,0.016866090558055092
0.13259668508287292,0.01349743461519646
0.13812154696132595,0.010855346369655516
0.143646408839779,0.008769842609616028
0.14917127071823205,0.0070981946158494924
0.15469613259668508,0.0057648730931324195
0.1602209944751381,0.004688622591738168
0.16574585635359115,0.0038258833789523747
0.1712707182320442,0.003131197217971743
0.17679558011049723,0.002575320112994085
0.18232044198895025,0.0021277063002058615
0.1878453038674033,0.0017672580731281616
0.19337016574585636,0.0014752707113751108
0.19889502762430938,0.0012356774710951448
0.2044198895027624,0.0010383108863261234
0.20994475138121546,0.0008726252246145237
0.2154696132596685,0.0007338602998511266
0.22099447513812154,0.0006164072546378183
0.22651933701657456,0.0005178239940442617
0.23204419889502761,0.000435285553350663
0.23756906077348067,0.00036708805038548095
0.2430939226519337,0.00031115633884526255
0.24861878453038672,0.00026566566110588705
0.2541436464088398,0.00022867398637135676
0.2596685082872928,0.00019831785658232473
0.26519337016574585,0.0001729137927230019
0.27071823204419887,0.00015112336868271516
0.2762430939226519,0.00013197449166682843
0.281767955801105,0.000114754902695347
0.287292817679558,9.927284217051687e-05
0.292817679558011,8.54144648988846e-05
0.2983425414364641,7.32697644056863e-05
0.30386740331491713,6.286025651769804e-05
0.30939226519337015,5.425423871845463e-05
0.3149171270718232,4.7264867913292335e-05
0.3204419889502762,4.170529883795726e-05
0.3259668508287293,3.722674945190842e-05
0.3314917127071823,3.3503456091534366e-05
0.33701657458563533,3.0207531005100754e-05
0.3425414364640884,2.7106645512668374e-05
0.34806629834254144,2.4080101716469174e-05
0.35359116022099446,2.1081546017508995e-05
0.3591160220994475,1.8193874931086874e-05
0.3646408839779005,1.5500277125205556e-05
0.3701657458563536,1.3131322745302084e-05
0.3756906077348066,1.1145861638458703e-05
0.38121546961325964,9.586327980064175e-06
0.3867403314917127,8.406417677925575e-06
0.39226519337016574,7.530845848772327e-06
0.39779005524861877,6.845495984771223e-06
0.4033149171270718,6.241964837120698e-06
0.4088397790055248,5.636294395250799e-06
0.4143646408839779,4.97494295608202e-06
0.4198895027624309,4.257767336815383e-06
0.42541436464088395,3.509013547609433e-06
0.430939226519337,2.784370575423491e-06
0.43646408839779005,2.1317701200005083e-06
0.4419889502762431,1.5960801391442242e-06
0.4475138121546961,1.1919267940467755e-06
0.4530386740331491,9.134007535554301e-07
0.4585635359116022,7.322868545151808e-07
0.46408839779005523,6.120663415335681e-07
0.46961325966850825,5.17151691371598e-07
0.47513812154696133,4.233262803285736e-07
0.48066298342541436,3.2344315985982533e-07
0.4861878453038674,2.2382579475059248e-07
0.4917127071823204,1.4198595763825353e-07
0.49723756906077343,9.520425425242395e-08
