mu,inc,y
1e-12,0.0,2.0
13.900353863416079,1562.0647422689945,2.0
51.28238460903056,1673.0927868317813,1.0
92.86167178845093,1791.4141627065837,1.0
128.9312023470394,1917.3176644798368,2.0
157.89938316498214,2051.1183012034744,5.0
181.28719305678248,2193.13294268772,4.0
201.14167951114177,2343.6653651185334,8.0
219.1362001606055,2502.9957557469606,48.0
236.42097820452977,2671.371358331293,75.0
253.71975683285015,2848.9967774208635,139.0
271.46525482907344,3036.0233914740384,171.0
289.908304573551,3232.537710107863,258.0
309.191072221449,3438.548680609092,220.0
329.39155904482453,3653.9740458652377,249.0
350.5488339847419,3878.625941833481,344.0
372.65625173107026,4112.19601030834,433.0
395.7374439436562,4354.24039953202,405.0
419.7662673677109,4604.165132721886,500.0
444.7033439718125,4861.212432047352,603.0
470.49456533995567,5124.448685850948,753.0
497.06967388320254,5392.754853967577,574.0
524.3409850431055,5664.820158269256,715.0
552.2023243370405,5939.139962203801,613.0
580.5282607522022,6214.018718272448,623.0
609.1737224202553,6487.578794559464,506.0
637.9740808326701,6757.775866327807,612.0
666.7457849073546,7022.421321386471,820.0
695.2876150762035,7279.211875922978,553.0
723.3826097587529,7525.766209434718,808.0
750.800691858206,7759.668064750731,563.0
777.3019923026371,7978.514832032844,652.0
802.6408308430998,8179.970077579841,821.0
826.5702751971249,8361.818422339857,860.0
848.8471650715683,8522.020953280851,1051.0
869.2374462784734,8658.767881361768,884.0
887.52160294726,8770.524845711887,862.0
903.5000064767695,8856.079008346424,834.0
916.9979660263426,8914.566631196067,687.0
927.8702368811887,8945.50133376196,657.0
936.0049035579801,8948.790167815983,699.0
941.3262660974651,8924.71295705624,669.0
943.796591280214,8873.932100538164,795.0
943.4169277106391,8797.460982559249,746.0
940.2267539979538,8696.631966235116,776.0
934.3024466535829,8573.050137983635,675.0
925.7547481904268,8428.559318905696,604.0
914.7254269141105,8265.181332983077,692.0
901.3831434015186,8085.067843848839,808.0
885.9188240014946,7890.451469572261,847.0
868.5406706928316,7683.586741818115,811.0
849.4689657823754,7466.710788970813,845.0
828.9310224342453,7242.0047676973045,758.0
807.1564083882428,7011.555875217542,731.0
784.3725087686316,6777.32860923931,570.0
760.8005762639315,6541.145176868886,844.0
736.6523589229032,6304.667540725321,876.0
712.127353929288,6069.392424315214,788.0
687.4106356840442,5836.63484756276,692.0
662.6712799287054,5607.545796291903,606.0
638.0614663976579,5383.103833554313,670.0
613.7160147088049,5164.126600749791,560.0
589.7523846471361,4951.280621558428,629.0
566.2710746563446,4745.093015542254,680.0
543.3563261903361,4545.962669670582,715.0
521.0770602772475,4354.174714047462,694.0
499.48799278306257,4169.912563294172,736.0
478.6308567895988,3993.271331049502,625.0
458.5357072956683,3824.272065671161,545.0
439.2221978351069,3662.8649660069495,629.0
420.7008427589971,3508.9539760388434,658.0
402.97430527851884,3362.3944584801793,654.0
386.0385343869061,3223.0069935796782,512.0
369.8838375758102,3090.584179598838,501.0
354.49587015366603,2964.897925214842,542.0
339.8565288224168,2845.7044003726915,358.0
325.94474093193895,2732.7495948756114,397.0
312.7371636692727,2625.773599160835,411.0
300.208791343096,2524.5136703522876,384.0
288.33348007294614,2428.708161652088,382.0
277.08440003893014,2338.0980764385313,367.0
266.4344088089168,2252.429122682661,247.0
256.356361241139,2171.4534446988255,254.0
246.82336576861906,2094.93066707626,229.0
237.8089911770714,2022.628776134923,234.0
229.28743012505925,1954.3247312186286,236.0
221.23362582492345,1889.804859898053,236.0
213.6233669178191,1828.8650819724426,212.0
206.43335590829656,1771.3110287105665,157.0
199.64125549973824,1716.9579885536805,118.0
