,0
N,8800000
rho,0.095
epsilon,0.25
phi,0.25
compliance_max,0.8
beta_floor,0.1
obs,"{'delay_sd': 2.0, 'delay_maxlag': 14}"
y0_anchor_weight,100
beta0,0.8429652993238046
gamma,0.5
alpha,0.029980647828713188
rho_obs,0.16412924722808275
delta,0.01586496753814884
k,5.812295495613805
log_theta,2.340031395544055
I0,1726.1473396513666
C0,143.64981433648478
P0,0.0
F0,0.5455769042212619
R0,1127.9189199519706
a1,0.05795215555811247
b1,0.09953846550854543
a2,-0.06655410754421764
b2,0.009492042565510011
delay_mean,3.3556674788989502
