param,grid,negloglik
k,0.5,2.0963961510106288e+17
k,0.9791666666666667,2.096396151010627e+17
k,1.4583333333333335,2.0963961510106272e+17
k,1.9375,2.0963961510106282e+17
k,2.416666666666667,2.096396151010629e+17
k,2.8958333333333335,2.09639615101063e+17
k,3.375,2.0963961510106317e+17
k,3.854166666666667,2.096396151010633e+17
k,4.333333333333334,2.0963961510106346e+17
k,4.8125,2.096396151010636e+17
k,5.291666666666667,2.0963961510106374e+17
k,5.770833333333334,2.096396151010639e+17
k,6.25,2.0963961510106403e+17
k,6.729166666666667,2.0963961510106413e+17
k,7.208333333333334,2.096396151010643e+17
k,7.6875,2.0963961510106442e+17
k,8.166666666666668,2.0963961510106454e+17
k,8.645833333333334,2.0963961510106467e+17
k,9.125,2.096396151010648e+17
k,9.604166666666668,2.0963961510106493e+17
k,10.083333333333334,2.0963961510106506e+17
k,10.5625,2.0963961510106518e+17
k,11.041666666666668,2.096396151010653e+17
k,11.520833333333334,2.0963961510106544e+17
k,12.0,2.0963961510106557e+17
