f,Pxx
0.0,5284644.414659157
0.00390625,44566930.61592202
0.0078125,8516423.300931685
0.01171875,402560.5209670749
0.015625,116908.87113405747
0.01953125,30937.858452717377
0.0234375,10150.822141991057
0.02734375,5159.0343131020445
0.03125,1624.4385792817136
0.03515625,641.5823739513245
0.0390625,418.0072334742215
0.04296875,144.59215187951006
0.046875,91.53658935288446
0.05078125,72.777834987256
0.0546875,41.70190241401148
0.05859375,35.30781316809538
0.0625,30.642740691735117
0.06640625,24.028156998060634
0.0703125,20.913375760088424
0.07421875,18.016281003995175
0.078125,15.015129249297368
0.08203125,12.827121810230048
0.0859375,10.888212145390487
0.08984375,9.130149609057439
0.09375,7.6926757043489715
0.09765625,6.454089537787862
0.1015625,5.384941189337469
0.10546875,4.494514325634584
0.109375,3.743044195401247
0.11328125,3.109220058812297
0.1171875,2.5817286480415276
0.12109375,2.1412626464211186
0.125,1.7739211833660982
0.12890625,1.4691009274572373
0.1328125,1.215849625782392
0.13671875,1.0052833344025982
0.140625,0.8304357550595437
0.14453125,0.6851394950309484
0.1484375,0.5644293014858601
0.15234375,0.46424273033663355
0.15625,0.38111576042132966
0.16015625,0.31217226806229964
0.1640625,0.25508689961649467
0.16796875,0.20792246076965043
0.171875,0.1690852717680073
0.17578125,0.13722792210002
0.1796875,0.11118514882740782
0.18359375,0.0899520913223143
0.1875,0.07269723994737012
0.19140625,0.0587216529161395
0.1953125,0.047439494452199284
0.19921875,0.03835170536983736
0.203125,0.031045085163808685
0.20703125,0.02516235219085973
0.2109375,0.020417378466961275
0.21484375,0.01657983568393317
0.21875,0.013471833849658329
0.22265625,0.010949203668131721
0.2265625,0.008895560343106521
0.23046875,0.0072185865261424325
0.234375,0.0058444007437050095
0.23828125,0.004717919259170166
0.2421875,0.0037966983230540235
0.24609375,0.0030459437207148747
0.25,0.0024385487419594748
0.25390625,0.0019472435420927231
0.2578125,0.0015520368728790387
0.26171875,0.0012366348340465962
0.265625,0.0009867549164910175
0.26953125,0.0007898151649574739
0.2734375,0.0006354958155199651
0.27734375,0.0005141375602627435
0.28125,0.0004188043372246231
0.28515625,0.00034292212636084286
0.2890625,0.00028255864330368444
0.29296875,0.00023413072355920543
0.296875,0.00019440493720575058
0.30078125,0.00016164807207985082
0.3046875,0.0001340790971506332
0.30859375,0.00011084726501277105
0.3125,9.131896200373916e-05
0.31640625,7.496323992876737e-05
0.3203125,6.154541853683194e-05
0.32421875,5.022998769302211e-05
0.328125,4.1068210807149617e-05
0.33203125,3.3659262327934864e-05
0.3359375,2.7670541165659998e-05
0.33984375,2.3222151288454067e-05
0.34375,1.964119079026845e-05
0.34765625,1.690879953803347e-05
0.3515625,1.477937097658495e-05
0.35546875,1.293695014810805e-05
0.359375,1.1573034238950826e-05
0.36328125,1.0351281991386e-05
0.3671875,9.284369007931187e-06
0.37109375,8.404050128951713e-06
0.375,7.480405200241111e-06
0.37890625,6.661607729888745e-06
0.3828125,5.880151734735489e-06
0.38671875,5.183336644426845e-06
0.390625,4.578894251570556e-06
0.39453125,4.006875370373581e-06
0.3984375,3.529874948166604e-06
0.40234375,3.0814053136486633e-06
0.40625,2.7112096683400646e-06
0.41015625,2.405597726695376e-06
0.4140625,2.1112816590182655e-06
0.41796875,1.9041314144121276e-06
0.421875,1.6904417821896508e-06
0.42578125,1.4961795505762233e-06
0.4296875,1.3521510153793069e-06
0.43359375,1.174669360877196e-06
0.4375,1.0421943926691456e-06
0.44140625,9.176909011560308e-07
0.4453125,7.797060184322587e-07
0.44921875,6.78272511899773e-07
0.453125,5.616784872032261e-07
0.45703125,4.653116400904369e-07
0.4609375,3.819169007264144e-07
0.46484375,2.978917704830474e-07
0.46875,2.38543107010034e-07
0.47265625,1.7676600364850994e-07
0.4765625,1.2901568525048097e-07
0.48046875,9.159604427844739e-08
0.484375,5.864346968076284e-08
0.48828125,3.6689470696720826e-08
0.4921875,1.9282351208643117e-08
0.49609375,1.0707990360260029e-08
0.5,4.03046544961502e-09
