mu,inc,y
478.92667669550457,0.0,186.0
456.3835413164977,3628.4105453770608,168.0
489.2040107994335,6522.506568107754,218.0
736.0889281617443,11078.392097236589,203.0
1307.4175013643887,16521.548407645896,220.0
2255.836245041127,19880.487638251856,193.0
3509.2443904625416,19701.292944425717,151.0
4819.386573226039,18491.13498774171,208.0
5894.35948072179,17699.755345607176,249.0
6586.607105360296,17218.197391733527,245.0
6923.309423575177,16849.44222302735,346.0
7015.115889209442,16517.161313781515,331.0
6971.063932706058,16197.697400318459,286.0
6864.97242554138,15884.527290681377,253.0
6736.578649694037,15576.51739083603,325.0
6603.632087061659,15274.223228286952,325.0
6472.230653787044,14978.690465683118,362.0
6344.1864199222255,14691.051177527755,496.0
6219.559806045025,14412.386268727481,450.0
6098.220208315056,14143.674247527495,502.0
5980.297930630364,13885.77197928913,510.0
5866.06512820548,13639.404646657407,536.0
5755.689506453578,13405.159321272746,661.0
5649.348985962695,13183.47965830937,738.0
5547.287971807034,12974.662400454283,790.0
5449.757237968474,12778.85347600095,876.0
5356.973357085188,12596.050322404131,922.0
5269.102944911922,12426.10291476734,870.0
5186.256978740742,12268.720668494701,975.0
5108.488925725794,12123.48182339035,1070.0
5035.79476809244,11989.846924562007,1115.0
4968.114428593875,11867.174709224142,1306.0
4905.334490996896,11754.74118705187,1040.0
4847.2921819772755,11651.760883948766,922.0
4793.78056457252,11557.40769640822,807.0
4744.554799266233,11470.837457594462,1096.0
4699.3392613988135,11391.207574588247,997.0
4657.835240112168,11317.697428259067,1102.0
4619.72893992505,11249.530168307014,1062.0
4584.699582483737,11185.97116031032,965.0
4552.426978681987,11126.339396263473,982.0
4522.598040382829,11070.041136000305,696.0
4494.912786421706,11016.539900794625,1026.0
4469.08952381566,10965.372119721957,1180.0
4444.86855426289,10916.145012411289,1174.0
4422.014661270092,10868.530058592558,1251.0
4400.318517575593,10822.255819161423,896.0
4379.596998599629,10777.106228202581,796.0
4359.692607217182,10732.910960757174,882.0
4340.472235173194,10689.538788920268,1063.0
4321.825370963521,10646.891792053357,973.0
4303.661927933626,10604.899169577286,921.0
4285.9098750388075,10563.510288598016,1028.0
4268.512773462144,10522.690738826059,896.0
4251.427325686582,10482.41847321298,895.0
4234.621062577578,10442.67876522895,718.0
4218.070210982196,10403.463008617982,1072.0
4201.757790106196,10364.76660818886,930.0
4185.671988890205,10326.58487076126,1016.0
4169.804771607362,10288.914132162929,975.0
4154.1507007798555,10251.750323799439,1067.0
4138.706012142258,10215.08797570318,914.0
4123.467903023987,10178.920497857966,829.0
4108.4339995683695,10143.24018804729,1067.0
4093.601987804386,10108.037874652073,1142.0
4078.9693728984653,10073.303345037624,1337.0
4064.533334068117,10039.02557253465,1262.0
4050.2906587988155,10005.19278878346,1273.0
4036.237735285553,9971.79304794129,1217.0
4022.3705876327067,9938.81368386373,1301.0
4008.6849307893235,9906.24324584566,1266.0
3995.17625605738,9874.069410311058,1261.0
3981.8399196498044,9842.280440421775,1396.0
3968.6712064133703,9810.86503693182,1416.0
3955.6653907055415,9779.812381958589,1138.0
3942.8177963920584,9749.112160615623,1110.0
3930.123848470662,9718.754572576843,1033.0
3917.579112214474,9688.730326165445,1264.0
3905.1793198906694,9659.030618226156,1248.0
3892.9203867500783,9629.647104335949,1184.0
3880.798418171144,9600.5718645202,1145.0
3868.8097098246626,9571.79736755509,1091.0
3856.950742593693,9543.316434588283,1275.0
3845.2181737677433,9515.122203857638,987.0
3833.608825884501,9487.208098931238,1278.0
3822.11967415662,9459.567801157013,1430.0
3810.7478336674512,9432.195225493051,1374.0
3799.4905467726753,9405.084499542601,1415.0
3788.345171326983,9378.229946562089,1273.0
3777.309169995029,9351.626072095707,1247.0
3766.380100817343,9325.26755297184,1411.0
3755.5556090910914,9299.149228032678,1588.0
3744.8334205111814,9273.266090790741,1607.0
3734.2113361376887,9247.61354921572,1711.0
3723.687232732709,9222.186319231056,1594.0
3713.2590489786157,9196.98012069054,1703.0
3702.9247761449647,9171.990573372692,1499.0
3692.6824670603874,9147.213320207782,1495.0
3682.530238050165,9122.644083862193,1750.0
