,0
N,8800000
rho,0.095
epsilon,0.25
phi,0.25
compliance_max,0.8
beta_floor,0.1
obs,"{'delay_sd': 2.0, 'delay_maxlag': 14}"
y0_anchor_weight,100
beta0,0.3031892015936632
gamma,0.05
alpha,0.0
rho_obs,0.05
delta,0.015244654546790484
k,15.0
log_theta,1.6211760093529444
I0,100904.26500221537
C0,868462.8950944176
P0,0.95
F0,0.2948080013035425
R0,4001459.7441816786
a1,0.054372699467974676
b1,0.09141184029805255
a2,-0.06389227696268904
b2,0.012690259041987489
delay_mean,4.999997
