mu,inc,y
1e-12,0.0,2.0
2.130064403200144,35408.719667155296,2.0
57.3616212237916,34616.47557027638,1.0
263.5796591936956,33834.87032934092,1.0
601.8420143720535,33064.28069761628,2.0
958.9247461008116,32305.039029237814,5.0
1243.8917806430482,31557.435791696887,4.0
1428.2406226644136,30821.721781277563,8.0
1525.51697774916,30098.110297539737,48.0
1562.6572327109473,29386.779321657028,75.0
1563.8077287894992,28687.87363794865,139.0
1545.5816319210899,28001.506915799808,171.0
1517.8305091741227,27327.763738305308,258.0
1485.8429884237814,26666.701572868507,220.0
1452.259239535767,26018.352677826304,249.0
1418.325906401588,25382.72594159562,344.0
1384.3332764621625,24759.80865369551,433.0
1350.9706790016157,24149.568198776804,405.0
1318.2405345851093,23551.95368159702,500.0
1286.1440432829954,22966.897474072874,603.0
1254.6812745890395,22394.316688307095,753.0
1223.85125384044,21834.114574318286,574.0
1193.6520450444232,21286.18184338417,715.0
1164.0808300446095,20750.397919694427,613.0
1135.1339839922464,20226.632115778513,623.0
1106.8071471141216,19714.74474285217,506.0
1079.0952927877374,19214.588148751296,612.0
1051.992791961608,18726.0076909028,820.0
1025.493473974576,18248.842644297983,553.0
999.590683841483,17782.927048799582,808.0
974.2773360875595,17328.09049834637,563.0
949.545965229788,16884.158846444916,652.0
925.388772982322,16450.954911620356,821.0
901.7976722679755,16028.299087642226,860.0
878.7643282181767,15616.00990742771,1051.0
856.28019628618,15213.904569713864,884.0
834.3365575400084,14821.799416964874,862.0
812.9245512418765,14439.510370230302,834.0
792.0352048511007,14066.85332342796,687.0
771.6594615833206,13703.644499430433,657.0
751.7882056485189,13349.70077012619,699.0
732.4122852853466,13004.839942692313,669.0
713.5225337074453,12668.881014184095,795.0
695.1097880762985,12341.644396512304,746.0
677.1649066133904,12022.952113807201,776.0
659.6787839620911,11712.627974085975,675.0
642.6423649070998,11410.4977171137,604.0
626.0466565554616,11116.389140223619,692.0
609.8827390810792,10830.132203840185,808.0
594.1417751306678,10551.559118364472,847.0
578.8150179858023,10280.504413997289,811.0
563.8938185725191,10016.804995048326,845.0
549.3696314064822,9760.300180150662,758.0
535.2340195583391,9510.831729819067,731.0
521.4786587204875,9268.243862623349,570.0
508.0953404531356,9032.383261276409,844.0
495.0759746841548,8803.099069810938,876.0
482.41259153390985,8580.242882979568,788.0
470.09734253295176,8363.66872894112,692.0
458.122501297182,8153.2330462466925,606.0
